1,0,2,6141
2,0,10,6140
3,0,32,6139
4,0,136,6138
5,21,506,6137
6,448,1714,6136
7,2208,3649,6135
8,4359,5155,6134
9,5521,5809,6133
10,5938,6028,6132
11,6053,6087,6131
12,6098,6111,6130
13,6119,6122,6129
14,6122,6124,6128
15,6123,6125,6127
