1,0,2,4867
2,0,10,4866
3,0,32,4865
4,1,136,4864
5,42,502,4863
6,521,1541,4862
7,1840,2932,4861
8,3431,4041,4860
9,4282,4534,4859
10,4611,4714,4858
11,4734,4780,4857
12,4786,4809,4856
13,4807,4822,4855
14,4821,4831,4854
15,4827,4836,4853
