1,0,2,6162
2,0,10,6161
3,0,32,6160
4,1,136,6159
5,17,503,6158
6,401,1656,6157
7,2116,3534,6156
8,4131,4984,6155
9,5323,5682,6154
10,5811,5946,6153
11,5963,6027,6152
12,6024,6059,6151
13,6051,6074,6150
14,6061,6080,6149
15,6067,6084,6148
