1,0,2,8667
2,0,10,8666
3,0,32,8665
4,0,136,8664
5,14,501,8663
6,323,1742,8662
7,2058,4123,8661
8,4918,6449,8660
9,7069,7785,8659
10,8053,8334,8658
11,8400,8521,8657
12,8554,8603,8656
13,8611,8632,8655
14,8642,8648,8654
15,8647,8650,8653
