1,0,2,12475
2,0,10,12474
3,0,32,12473
4,0,136,12472
5,1,512,12471
6,201,1960,12470
7,2238,5365,12469
8,6792,9161,12468
9,10300,11299,12467
10,11773,12101,12466
11,12257,12355,12465
12,12387,12424,12464
13,12438,12450,12463
14,12456,12459,12462
15,12459,12460,12461
