1,0,2,10291
2,0,10,10290
3,0,32,10289
4,1,136,10288
5,13,506,10287
6,348,1747,10286
7,2017,4088,10285
8,4799,6596,10284
9,7148,8359,10283
10,8736,9388,10282
11,9560,9870,10281
12,9949,10089,10280
13,10099,10175,10279
14,10181,10221,10278
15,10218,10243,10277
