1,0,2,10908
2,0,10,10907
3,0,32,10906
4,0,136,10905
5,5,509,10904
6,262,1859,10903
7,2147,4794,10902
8,5844,7939,10901
9,8580,9646,10900
10,9862,10353,10899
11,10356,10619,10898
12,10596,10744,10897
13,10695,10795,10896
14,10757,10826,10895
15,10794,10844,10894
