1,0,2,5321
2,0,10,5320
3,0,32,5319
4,1,136,5318
5,20,507,5317
6,492,1640,5316
7,2048,3255,5315
8,3773,4444,5314
9,4667,4948,5313
10,5055,5155,5312
11,5183,5223,5311
12,5231,5251,5310
13,5253,5263,5309
14,5261,5270,5308
15,5267,5274,5307
