1,0,2,10594
2,0,10,10593
3,0,32,10592
4,0,136,10591
5,0,511,10590
6,204,1975,10589
7,2537,5208,10588
8,6457,8224,10587
9,8966,9732,10586
10,10067,10318,10585
11,10410,10495,10584
12,10522,10552,10583
13,10568,10575,10582
14,10579,10580,10581
15,10580,10580,10580
