1,0,2,11573
2,0,10,11572
3,0,32,11571
4,1,136,11570
5,6,505,11569
6,277,1836,11568
7,2080,4852,11567
8,6099,8365,11566
9,9376,10393,11565
10,10821,11181,11564
11,11337,11449,11563
12,11512,11537,11562
13,11549,11555,11561
14,11560,11560,11560
15,11559,11559,11559
