1,0,2,4395
2,0,10,4394
3,0,32,4393
4,1,136,4392
5,42,495,4391
6,518,1476,4390
7,1840,2789,4389
8,3217,3734,4388
9,3951,4147,4387
10,4242,4303,4386
11,4316,4342,4385
12,4345,4357,4384
13,4355,4362,4383
14,4359,4364,4382
15,4359,4364,4381
